year,county,B19013_001E, B19013A_001E, B19013B_001E, B19013C_001E, B19013D_001E, B19013E_001E, B19013F_001E, B19013G_001E, B19013H_001E, B19013I_001E,state,county 1
01/01/2011 12:00:00 AM,"Bath County, Virginia",52500,52818,39904,-666666666,-666666666,-666666666,-666666666,-666666666,52941,-666666666,51,017
01/01/2011 12:00:00 AM,"Bedford County, Virginia",56021,58279,31579,45357,92596,-666666666,4323,39138,58106,66750,51,019
01/01/2011 12:00:00 AM,"Bland County, Virginia",42864,43533,28846,-666666666,-666666666,-666666666,-666666666,-666666666,43533,-666666666,51,021
01/01/2011 12:00:00 AM,"Botetourt County, Virginia",65633,66071,46607,-666666666,114375,-666666666,-666666666,69297,66224,70250,51,023
01/01/2011 12:00:00 AM,"Brunswick County, Virginia",34170,49881,26613,-666666666,-666666666,-666666666,-666666666,42679,50261,21250,51,025
01/01/2011 12:00:00 AM,"Buchanan County, Virginia",30606,30517,8125,-666666666,-666666666,-666666666,-666666666,-666666666,30582,25156,51,027
01/01/2011 12:00:00 AM,"Buckingham County, Virginia",36378,41837,30801,-666666666,-666666666,-666666666,-666666666,-666666666,41837,-666666666,51,029
01/01/2011 12:00:00 AM,"Campbell County, Virginia",45992,48326,35558,39107,75927,-666666666,-666666666,32024,48460,41273,51,031
01/01/2011 12:00:00 AM,"Caroline County, Virginia",58707,61688,48102,47083,50156,-666666666,127688,46852,61946,67667,51,033
01/01/2011 12:00:00 AM,"Carroll County, Virginia",35841,36021,13351,-666666666,-666666666,-666666666,-666666666,-666666666,36291,11432,51,035
01/01/2011 12:00:00 AM,"Charles City County, Virginia",47093,56758,43223,53250,-666666666,-666666666,-666666666,44107,56680,58125,51,036
01/01/2011 12:00:00 AM,"Charlotte County, Virginia",37173,50058,20833,-666666666,-666666666,-666666666,-666666666,13438,50073,65833,51,037
01/01/2011 12:00:00 AM,"Chesterfield County, Virginia",72886,76037,62508,38125,80185,39129,42839,70846,77746,49193,51,041
01/01/2011 12:00:00 AM,"Clarke County, Virginia",77048,80256,43160,-666666666,83942,-666666666,31625,62500,80006,69400,51,043
01/01/2011 12:00:00 AM,"Craig County, Virginia",54120,54120,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,54120,-666666666,51,045
01/01/2011 12:00:00 AM,"Culpeper County, Virginia",66458,69539,43438,-666666666,133333,-666666666,41509,76071,68658,65188,51,047
01/01/2011 12:00:00 AM,"Cumberland County, Virginia",45184,52695,26135,-666666666,-666666666,-666666666,-666666666,78191,53965,-666666666,51,049
01/01/2012 12:00:00 AM,"Accomack County, Virginia",40780,43997,27260,81912,83859,-666666666,26575,50691,44431,30000,51,001
01/01/2012 12:00:00 AM,"Albemarle County, Virginia",67797,73190,40047,24338,74432,-666666666,40962,37104,74301,42326,51,003
01/01/2012 12:00:00 AM,"Alleghany County, Virginia",46133,46286,38958,-666666666,87721,-666666666,-666666666,72750,46581,36250,51,005
01/01/2012 12:00:00 AM,"Amelia County, Virginia",50596,57640,39583,40656,-666666666,-666666666,-666666666,-666666666,57640,-666666666,51,007
01/01/2012 12:00:00 AM,"Amherst County, Virginia",45020,49876,30690,33836,63095,-666666666,34135,82857,49821,41250,51,009
01/01/2012 12:00:00 AM,"Appomattox County, Virginia",50092,53007,38785,-666666666,-666666666,-666666666,-666666666,55893,52970,-666666666,51,011
01/01/2012 12:00:00 AM,"Arlington County, Virginia",102459,114011,59212,53906,86147,171250,47586,87031,116780,62505,51,013
01/01/2012 12:00:00 AM,"Augusta County, Virginia",50971,52080,32266,24016,9435,44375,55119,46786,52148,44667,51,015
01/01/2012 12:00:00 AM,"Bath County, Virginia",51528,51910,43036,-666666666,-666666666,-666666666,-666666666,-666666666,52257,-666666666,51,017
01/01/2012 12:00:00 AM,"Bedford County, Virginia",56906,58720,42736,29722,50234,-666666666,-666666666,54286,58670,72361,51,019
01/01/2012 12:00:00 AM,"Bland County, Virginia",42658,43066,11938,-666666666,-666666666,-666666666,-666666666,-666666666,43066,-666666666,51,021
01/01/2012 12:00:00 AM,"Botetourt County, Virginia",66053,66429,46591,-666666666,250001,-666666666,-666666666,71818,66547,70313,51,023
01/01/2012 12:00:00 AM,"Brunswick County, Virginia",33859,45163,24637,-666666666,-666666666,-666666666,-666666666,44167,45507,38542,51,025
01/01/2012 12:00:00 AM,"Buchanan County, Virginia",29821,29638,7813,-666666666,-666666666,-666666666,-666666666,250001,29688,21250,51,027
01/01/2012 12:00:00 AM,"Buckingham County, Virginia",37843,40994,31377,-666666666,4286,-666666666,-666666666,55385,40994,-666666666,51,029
01/01/2012 12:00:00 AM,"Campbell County, Virginia",45432,48014,36347,31531,44583,-666666666,30865,51979,48242,41852,51,031
01/01/2012 12:00:00 AM,"Caroline County, Virginia",58044,60338,49910,49583,39219,-666666666,68194,58594,60522,58250,51,033
01/01/2012 12:00:00 AM,"Carroll County, Virginia",33600,33761,12667,-666666666,-666666666,-666666666,-666666666,-666666666,33986,11773,51,035
01/01/2012 12:00:00 AM,"Charles City County, Virginia",48208,56385,39821,55625,83750,-666666666,36875,56250,56047,60673,51,036
01/01/2012 12:00:00 AM,"Charlotte County, Virginia",33562,41208,22500,50938,-666666666,-666666666,-666666666,36250,41271,2499,51,037
01/01/2012 12:00:00 AM,"Chesterfield County, Virginia",72363,76576,60349,37857,75714,39559,42365,69361,78610,46619,51,041
01/01/2012 12:00:00 AM,"Clarke County, Virginia",80186,81981,34215,151250,84145,-666666666,16250,115139,81780,67250,51,043
01/01/2012 12:00:00 AM,"Craig County, Virginia",47691,47513,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,47513,-666666666,51,045
01/01/2012 12:00:00 AM,"Culpeper County, Virginia",65567,68775,43363,-666666666,88889,-666666666,40956,78676,68526,55500,51,047
01/01/2012 12:00:00 AM,"Cumberland County, Virginia",43137,52558,26676,-666666666,-666666666,-666666666,-666666666,78016,50208,53571,51,049
01/01/2012 12:00:00 AM,"Dickenson County, Virginia",32622,32516,28750,-666666666,50625,-666666666,-666666666,39048,32448,54375,51,051
01/01/2012 12:00:00 AM,"Dinwiddie County, Virginia",51582,55379,43048,-666666666,66875,-666666666,100625,63523,55606,45313,51,053
01/01/2012 12:00:00 AM,"Essex County, Virginia",42446,48873,34362,51250,-666666666,-666666666,-666666666,50625,48307,49327,51,057
01/01/2012 12:00:00 AM,"Fairfax County, Virginia",109383,122091,78653,48580,101699,97473,62347,86481,127579,73204,51,059
01/01/2012 12:00:00 AM,"Fauquier County, Virginia",88687,91892,53689,-666666666,131364,-666666666,49413,44583,93195,47465,51,061
01/01/2012 12:00:00 AM,"Floyd County, Virginia",44038,44744,14726,-666666666,91875,-666666666,-666666666,2499,44749,41771,51,063
01/01/2012 12:00:00 AM,"Fluvanna County, Virginia",71181,73691,47083,-666666666,106250,-666666666,-666666666,53750,73757,75776,51,065
01/01/2012 12:00:00 AM,"Franklin County, Virginia",45049,47086,32348,-666666666,42644,-666666666,-666666666,26528,47514,29861,51,067
01/01/2012 12:00:00 AM,"Frederick County, Virginia",67694,66908,97665,31635,34722,-666666666,57250,70495,66726,62868,51,069
01/01/2012 12:00:00 AM,"Giles County, Virginia",45231,45522,76000,-666666666,-666666666,-666666666,-666666666,25375,45403,105469,51,071
01/01/2012 12:00:00 AM,"Gloucester County, Virginia",60752,60393,51219,132661,86779,-666666666,74722,70667,60409,60583,51,073
01/01/2012 12:00:00 AM,"Goochland County, Virginia",82683,90938,44781,-666666666,-666666666,-666666666,-666666666,76845,91616,64511,51,075
01/01/2012 12:00:00 AM,"Grayson County, Virginia",31931,31654,39948,-666666666,-666666666,-666666666,-666666666,32708,31309,45983,51,077
01/01/2012 12:00:00 AM,"Greene County, Virginia",58804,62572,32434,-666666666,54006,-666666666,-666666666,36167,62707,33974,51,079
01/01/2012 12:00:00 AM,"Greensville County, Virginia",38423,48108,36329,-666666666,-666666666,-666666666,-666666666,67656,48193,42250,51,081
01/01/2012 12:00:00 AM,"Halifax County, Virginia",35191,39807,25771,-666666666,55500,-666666666,28715,145625,39937,28229,51,083
01/01/2012 12:00:00 AM,"Hanover County, Virginia",76719,79570,56399,34954,105518,-666666666,47635,48958,79387,85208,51,085
01/01/2012 12:00:00 AM,"Henrico County, Virginia",61300,68123,47223,39318,79813,77386,41125,51060,68783,44811,51,087
01/01/2012 12:00:00 AM,"Henry County, Virginia",34373,35836,28794,-666666666,37708,-666666666,25139,24744,36280,25601,51,089
01/01/2012 12:00:00 AM,"Highland County, Virginia",50136,50368,-666666666,-666666666,-666666666,-666666666,-666666666,16635,50368,-666666666,51,091
01/01/2012 12:00:00 AM,"Isle of Wight County, Virginia",64491,73362,44730,-666666666,114375,-666666666,-666666666,71188,73227,90313,51,093
01/01/2012 12:00:00 AM,"James City County, Virginia",76767,81374,46312,76250,72188,2499,54432,95052,81814,63103,51,095
01/01/2012 12:00:00 AM,"King and Queen County, Virginia",49410,54067,42853,-666666666,-666666666,-666666666,-666666666,-666666666,54633,24773,51,097
01/01/2012 12:00:00 AM,"King George County, Virginia",82195,89662,65117,99659,51445,-666666666,84643,110429,90529,110938,51,099
01/01/2012 12:00:00 AM,"King William County, Virginia",63151,68081,54525,48625,59000,-666666666,191083,21467,68837,70313,51,101
01/01/2012 12:00:00 AM,"Lancaster County, Virginia",49516,58571,34352,-666666666,47188,-666666666,-666666666,20208,57804,136453,51,103
01/01/2012 12:00:00 AM,"Lee County, Virginia",31729,31979,12036,-666666666,75350,-666666666,-666666666,-666666666,31928,52813,51,105
01/01/2012 12:00:00 AM,"Loudoun County, Virginia",122068,125229,96201,81161,131104,-666666666,76524,131369,128749,76481,51,107
01/01/2012 12:00:00 AM,"Louisa County, Virginia",55765,61574,38855,19050,65278,-666666666,98836,63846,61859,64615,51,109
01/01/2012 12:00:00 AM,"Lunenburg County, Virginia",34455,38423,28428,-666666666,-666666666,-666666666,18304,19063,38720,17931,51,111
01/01/2012 12:00:00 AM,"Madison County, Virginia",54510,58052,43118,-666666666,-666666666,-666666666,-666666666,62222,58029,-666666666,51,113
01/01/2012 12:00:00 AM,"Mathews County, Virginia",55590,60098,25945,-666666666,-666666666,-666666666,-666666666,-666666666,60217,19792,51,115
01/01/2012 12:00:00 AM,"Mecklenburg County, Virginia",35399,41859,24856,-666666666,41667,42813,32875,2499,41922,28333,51,117
01/01/2012 12:00:00 AM,"Middlesex County, Virginia",55625,65390,29750,-666666666,-666666666,-666666666,-666666666,-666666666,65519,53889,51,119
01/01/2012 12:00:00 AM,"Montgomery County, Virginia",44166,46243,20034,48388,30997,-666666666,22214,40300,46346,37059,51,121
01/01/2012 12:00:00 AM,"Nelson County, Virginia",48888,51619,46986,-666666666,-666666666,-666666666,-666666666,48854,50697,58906,51,125
01/01/2012 12:00:00 AM,"New Kent County, Virginia",70978,72791,48482,72375,-666666666,-666666666,52054,59583,72457,106635,51,127
01/01/2012 12:00:00 AM,"Northampton County, Virginia",34304,47561,17154,-666666666,59306,-666666666,28603,-666666666,45990,66094,51,131
01/01/2012 12:00:00 AM,"Northumberland County, Virginia",51911,59055,30697,-666666666,-666666666,-666666666,-666666666,-666666666,59078,12125,51,133
01/01/2012 12:00:00 AM,"Nottoway County, Virginia",38209,45083,31250,-666666666,-666666666,-666666666,67734,31250,45279,21250,51,135
01/01/2012 12:00:00 AM,"Orange County, Virginia",59501,62009,33860,-666666666,24519,-666666666,108102,47790,62018,72188,51,137
01/01/2012 12:00:00 AM,"Page County, Virginia",43745,44048,47188,-666666666,25179,-666666666,30313,24543,44323,32800,51,139
01/01/2012 12:00:00 AM,"Patrick County, Virginia",35599,34912,42222,12969,-666666666,-666666666,-666666666,88571,35043,30893,51,141
01/01/2012 12:00:00 AM,"Pittsylvania County, Virginia",42229,45223,30136,15313,22135,-666666666,21667,53500,45501,30815,51,143
01/01/2012 12:00:00 AM,"Powhatan County, Virginia",76495,79819,40930,64821,78750,-666666666,-666666666,75938,79577,133065,51,145
01/01/2012 12:00:00 AM,"Prince Edward County, Virginia",36743,48571,28245,-666666666,21250,-666666666,-666666666,35119,48185,32043,51,147
01/01/2012 12:00:00 AM,"Prince George County, Virginia",63031,67750,58778,87375,51734,112500,33641,19625,66881,59625,51,149
01/01/2012 12:00:00 AM,"Prince William County, Virginia",96160,104332,81575,58750,97904,130404,69302,79812,109271,69475,51,153
01/01/2012 12:00:00 AM,"Pulaski County, Virginia",43072,43424,29527,-666666666,-666666666,-666666666,203235,100156,43560,35515,51,155
01/01/2012 12:00:00 AM,"Rappahannock County, Virginia",57837,58989,44714,-666666666,-666666666,-666666666,-666666666,47868,58051,150250,51,157
01/01/2012 12:00:00 AM,"Richmond County, Virginia",48958,50316,40642,-666666666,-666666666,-666666666,-666666666,96324,50316,29500,51,159
01/01/2012 12:00:00 AM,"Roanoke County, Virginia",61686,62764,42067,90057,80855,-666666666,97929,16933,62911,42500,51,161
01/01/2012 12:00:00 AM,"Rockbridge County, Virginia",45859,46505,19142,-666666666,54375,-666666666,-666666666,45139,46534,37143,51,163
01/01/2012 12:00:00 AM,"Rockingham County, Virginia",51721,51718,68095,103125,30560,-666666666,50208,43686,52338,39891,51,165
01/01/2012 12:00:00 AM,"Russell County, Virginia",32637,32451,34833,9583,15978,-666666666,-666666666,-666666666,32490,103423,51,167
01/01/2012 12:00:00 AM,"Scott County, Virginia",37544,37468,87917,-666666666,-666666666,-666666666,-666666666,70036,37436,83958,51,169
01/01/2012 12:00:00 AM,"Shenandoah County, Virginia",49953,50528,37727,30000,98750,-666666666,37054,30556,50778,32429,51,171
01/01/2012 12:00:00 AM,"Smyth County, Virginia",34394,34851,28043,21923,43229,-666666666,-666666666,11563,34823,40048,51,173
01/01/2012 12:00:00 AM,"Southampton County, Virginia",46703,56338,29963,71406,-666666666,-666666666,-666666666,29167,56541,18482,51,175
01/01/2012 12:00:00 AM,"Spotsylvania County, Virginia",79402,83523,64929,57908,72011,36343,63307,77019,83247,73275,51,177
01/01/2012 12:00:00 AM,"Stafford County, Virginia",96355,100008,91307,64348,87580,92639,59354,96071,100207,71446,51,179
01/01/2012 12:00:00 AM,"Surry County, Virginia",52955,62098,43364,-666666666,-666666666,-666666666,-666666666,128000,61607,65125,51,181
01/01/2012 12:00:00 AM,"Sussex County, Virginia",39603,53805,30309,-666666666,-666666666,-666666666,-666666666,99375,53854,53594,51,183
01/01/2012 12:00:00 AM,"Tazewell County, Virginia",36080,36556,17500,-666666666,140449,-666666666,-666666666,52772,36726,11976,51,185
01/01/2012 12:00:00 AM,"Warren County, Virginia",61693,63027,40943,36510,21000,-666666666,55769,62292,63374,47621,51,187
01/01/2012 12:00:00 AM,"Washington County, Virginia",42844,43021,32000,18906,51071,-666666666,30139,47879,43042,31750,51,191
01/01/2012 12:00:00 AM,"Westmoreland County, Virginia",48672,49289,44859,-666666666,-666666666,-666666666,24063,59833,49000,51179,51,193
01/01/2012 12:00:00 AM,"Wise County, Virginia",35120,35158,18214,-666666666,65278,-666666666,185208,24688,35110,40417,51,195
01/01/2012 12:00:00 AM,"Wythe County, Virginia",40564,40438,51302,-666666666,51000,-666666666,-666666666,-666666666,40552,36406,51,197
01/01/2012 12:00:00 AM,"York County, Virginia",82454,87239,60820,62132,79375,84776,21667,93523,88523,55179,51,199
01/01/2012 12:00:00 AM,"Alexandria city, Virginia",83996,101860,54399,59079,71932,120050,54660,75717,106364,60332,51,510
01/01/2012 12:00:00 AM,"Bedford city, Virginia",35863,41205,25192,-666666666,-666666666,-666666666,-666666666,-666666666,40873,-666666666,51,515
01/01/2012 12:00:00 AM,"Bristol city, Virginia",30636,30984,26667,46477,20750,-666666666,-666666666,25469,31173,16326,51,520
01/01/2012 12:00:00 AM,"Buena Vista city, Virginia",35921,35818,22273,-666666666,-666666666,-666666666,-666666666,-666666666,36116,-666666666,51,530
01/01/2012 12:00:00 AM,"Charlottesville city, Virginia",44535,47188,32280,64554,31553,-666666666,36250,52530,47276,35464,51,540
01/01/2012 12:00:00 AM,"Chesapeake city, Virginia",70244,77618,53646,61719,87861,77083,70512,74958,78296,64484,51,550
01/01/2012 12:00:00 AM,"Colonial Heights city, Virginia",51612,57743,42887,-666666666,60682,-666666666,30469,57500,57882,44556,51,570
01/01/2012 12:00:00 AM,"Covington city, Virginia",36067,40969,23456,-666666666,38750,-666666666,-666666666,18542,40969,-666666666,51,580
01/01/2012 12:00:00 AM,"Danville city, Virginia",30505,36246,24717,59643,38542,2499,42031,16250,36344,33750,51,590
01/01/2012 12:00:00 AM,"Emporia city, Virginia",29093,46838,22145,-666666666,50500,-666666666,28942,-666666666,46838,28942,51,595
01/01/2012 12:00:00 AM,"Fairfax city, Virginia",98563,104315,91815,67981,99048,-666666666,78227,80167,109070,64734,51,600
01/01/2012 12:00:00 AM,"Falls Church city, Virginia",122844,132445,83750,-666666666,73819,-666666666,108167,158191,136250,56250,51,610
01/01/2012 12:00:00 AM,"Franklin city, Virginia",33447,63836,22573,-666666666,61875,-666666666,-666666666,-666666666,62974,155563,51,620
01/01/2012 12:00:00 AM,"Fredericksburg city, Virginia",45951,53470,40754,-666666666,44609,-666666666,29479,44250,53558,41823,51,630
01/01/2012 12:00:00 AM,"Galax city, Virginia",24059,23923,19545,29904,-666666666,-666666666,-666666666,50313,22744,32412,51,640
01/01/2012 12:00:00 AM,"Hampton city, Virginia",51584,60012,40933,36389,54239,-666666666,67625,51794,59903,53861,51,650
01/01/2012 12:00:00 AM,"Harrisonburg city, Virginia",36853,37913,26875,-666666666,19932,-666666666,49773,15714,39130,33684,51,660
01/01/2012 12:00:00 AM,"Hopewell city, Virginia",37029,42426,32267,53565,29615,-666666666,35313,36250,43742,22451,51,670
01/01/2012 12:00:00 AM,"Lexington city, Virginia",36511,36175,48451,-666666666,64659,-666666666,9429,51607,36175,-666666666,51,678
01/01/2012 12:00:00 AM,"Lynchburg city, Virginia",37774,44026,26186,31065,52500,-666666666,22235,19500,44388,25286,51,680
01/01/2012 12:00:00 AM,"Manassas city, Virginia",70634,71924,66613,2499,93250,-666666666,49268,72500,81225,52598,51,683
01/01/2012 12:00:00 AM,"Manassas Park city, Virginia",71810,75768,54671,51860,97188,-666666666,56827,96375,79216,58969,51,685
01/01/2012 12:00:00 AM,"Martinsville city, Virginia",28840,38662,18290,-666666666,38362,-666666666,55932,36376,39003,37071,51,690
01/01/2012 12:00:00 AM,"Newport News city, Virginia",50744,60849,39141,46925,54310,70865,43287,48242,61744,49929,51,700
01/01/2012 12:00:00 AM,"Norfolk city, Virginia",44164,54481,32725,37375,51276,65511,48611,48882,55075,45878,51,710
01/01/2012 12:00:00 AM,"Norton city, Virginia",38983,36679,66587,-666666666,-666666666,-666666666,-666666666,21346,36679,-666666666,51,720
01/01/2012 12:00:00 AM,"Petersburg city, Virginia",35126,45758,32361,49167,54318,-666666666,-666666666,52917,47027,33636,51,730
01/01/2012 12:00:00 AM,"Poquoson city, Virginia",85033,83423,-666666666,-666666666,62308,-666666666,-666666666,109167,83333,127969,51,735
01/01/2012 12:00:00 AM,"Portsmouth city, Virginia",46269,57635,36723,44643,48500,-666666666,52878,54083,58203,48125,51,740
01/01/2012 12:00:00 AM,"Radford city, Virginia",29757,29898,28478,-666666666,36042,-666666666,-666666666,12574,30122,30192,51,750
01/01/2012 12:00:00 AM,"Richmond city, Virginia",39445,54404,29038,26944,32575,-666666666,27228,34634,55550,31012,51,760
01/01/2012 12:00:00 AM,"Roanoke city, Virginia",38265,42864,30378,26583,32222,-666666666,27202,36923,43056,36285,51,770
01/01/2012 12:00:00 AM,"Salem city, Virginia",47776,49653,29460,-666666666,39034,-666666666,61888,35078,49681,61729,51,775
01/01/2012 12:00:00 AM,"Staunton city, Virginia",42918,44656,31302,-666666666,38950,-666666666,52950,26488,44746,49808,51,790
01/01/2012 12:00:00 AM,"Suffolk city, Virginia",66479,79506,47846,80156,92500,-666666666,38300,75682,79004,54630,51,800
01/01/2012 12:00:00 AM,"Virginia Beach city, Virginia",65980,70915,52102,54209,71361,74265,59279,53202,71473,59143,51,810
01/01/2012 12:00:00 AM,"Waynesboro city, Virginia",43884,46899,27740,-666666666,72083,-666666666,19146,45357,46100,26960,51,820
01/01/2012 12:00:00 AM,"Williamsburg city, Virginia",50865,55786,32700,-666666666,32917,-666666666,56012,29028,55679,56250,51,830
01/01/2012 12:00:00 AM,"Winchester city, Virginia",45959,47206,40655,-666666666,39551,-666666666,32171,23831,48622,29156,51,840
01/01/2016 12:00:00 AM,"Prince William County, Virginia",98546,104440,90574,106176,92516,82171,65959,91637,112883,68820,51,153
01/01/2016 12:00:00 AM,"Pulaski County, Virginia",49469,49576,41875,-666666666,-666666666,-666666666,-666666666,94750,49652,-666666666,51,155
01/01/2016 12:00:00 AM,"Rappahannock County, Virginia",58026,60566,37841,-666666666,-666666666,-666666666,-666666666,-666666666,61698,41184,51,157
01/01/2016 12:00:00 AM,"Richmond County, Virginia",44919,46548,33304,-666666666,-666666666,-666666666,-666666666,-666666666,47153,42813,51,159
01/01/2016 12:00:00 AM,"Roanoke County, Virginia",60380,60510,58685,76000,66000,-666666666,223239,-666666666,60394,64453,51,161
01/01/2016 12:00:00 AM,"Rockbridge County, Virginia",52478,52093,67083,-666666666,-666666666,-666666666,-666666666,49063,51967,63750,51,163
01/01/2016 12:00:00 AM,"Rockingham County, Virginia",55029,55238,59289,61597,73854,-666666666,30500,42768,55929,35385,51,165
01/01/2016 12:00:00 AM,"Russell County, Virginia",38370,38415,21420,-666666666,-666666666,-666666666,-666666666,60500,38614,31833,51,167
01/01/2016 12:00:00 AM,"Scott County, Virginia",38017,38002,10972,-666666666,-666666666,-666666666,-666666666,-666666666,37979,-666666666,51,169
01/01/2016 12:00:00 AM,"Shenandoah County, Virginia",50450,50549,51514,175500,-666666666,-666666666,-666666666,45784,51697,35954,51,171
01/01/2016 12:00:00 AM,"Smyth County, Virginia",38906,39493,14821,-666666666,2499,-666666666,-666666666,28015,39447,42266,51,173
01/01/2016 12:00:00 AM,"Southampton County, Virginia",51032,65711,31881,96369,-666666666,-666666666,-666666666,-666666666,65691,-666666666,51,175
01/01/2016 12:00:00 AM,"Spotsylvania County, Virginia",79742,82424,69087,113405,74143,-666666666,66214,83625,82168,72021,51,177
01/01/2016 12:00:00 AM,"Stafford County, Virginia",97528,98787,109849,108214,79712,-666666666,57255,97071,98496,74781,51,179
01/01/2016 12:00:00 AM,"Surry County, Virginia",56632,64148,45964,-666666666,-666666666,-666666666,-666666666,76979,64119,-666666666,51,181
01/01/2016 12:00:00 AM,"Sussex County, Virginia",37917,51192,29708,-666666666,-666666666,-666666666,-666666666,152500,51192,-666666666,51,183
01/01/2016 12:00:00 AM,"Tazewell County, Virginia",38238,38728,16747,-666666666,-666666666,-666666666,-666666666,89464,38693,-666666666,51,185
01/01/2016 12:00:00 AM,"Warren County, Virginia",63734,64929,50583,38906,-666666666,-666666666,-666666666,50000,65243,42457,51,187
01/01/2016 12:00:00 AM,"Washington County, Virginia",43835,43952,33929,30313,-666666666,-666666666,-666666666,-666666666,44148,24355,51,191
01/01/2016 12:00:00 AM,"Westmoreland County, Virginia",51566,52435,47198,-666666666,-666666666,-666666666,-666666666,30568,52688,52500,51,193
01/01/2016 12:00:00 AM,"Wise County, Virginia",36352,37208,6857,-666666666,70536,-666666666,-666666666,-666666666,37271,-666666666,51,195
01/01/2016 12:00:00 AM,"Wythe County, Virginia",42888,43141,30469,-666666666,37222,-666666666,-666666666,115192,43007,66583,51,197
01/01/2016 12:00:00 AM,"York County, Virginia",83410,88871,61151,-666666666,81833,77250,129100,74018,89899,70750,51,199
01/01/2016 12:00:00 AM,"Alexandria city, Virginia",89200,106380,52494,-666666666,101227,-666666666,54543,77434,112824,60807,51,510
01/01/2016 12:00:00 AM,"Bristol city, Virginia",35801,36969,23913,-666666666,-666666666,-666666666,-666666666,21250,37046,-666666666,51,520
01/01/2016 12:00:00 AM,"Buena Vista city, Virginia",29109,28006,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,28315,-666666666,51,530
01/01/2016 12:00:00 AM,"Charlottesville city, Virginia",50727,60087,26590,68616,41086,-666666666,-666666666,51648,60183,53814,51,540
01/01/2016 12:00:00 AM,"Chesapeake city, Virginia",69978,77642,54801,48926,80793,-666666666,58830,65917,78182,66053,51,550
01/01/2016 12:00:00 AM,"Colonial Heights city, Virginia",49639,52514,40087,-666666666,37188,-666666666,-666666666,66250,52358,80909,51,570
01/01/2016 12:00:00 AM,"Covington city, Virginia",34703,37155,32945,-666666666,-666666666,-666666666,-666666666,29352,37155,-666666666,51,580
01/01/2016 12:00:00 AM,"Danville city, Virginia",33721,39820,29054,-666666666,-666666666,-666666666,31250,13676,39682,46118,51,590
01/01/2016 12:00:00 AM,"Emporia city, Virginia",27169,31891,23643,-666666666,-666666666,-666666666,-666666666,-666666666,32051,-666666666,51,595
01/01/2016 12:00:00 AM,"Fairfax city, Virginia",104065,112676,90417,-666666666,85489,-666666666,81029,93816,114266,85234,51,600
01/01/2016 12:00:00 AM,"Falls Church city, Virginia",115244,140795,52367,-666666666,81250,-666666666,-666666666,-666666666,144896,88125,51,610
01/01/2016 12:00:00 AM,"Franklin city, Virginia",38333,58368,31064,-666666666,-666666666,-666666666,-666666666,-666666666,58438,-666666666,51,620
01/01/2016 12:00:00 AM,"Fredericksburg city, Virginia",53980,58892,46801,-666666666,-666666666,-666666666,41471,74722,61000,37941,51,630
01/01/2016 12:00:00 AM,"Galax city, Virginia",31110,30857,42054,-666666666,-666666666,-666666666,-666666666,22981,30119,-666666666,51,640
01/01/2016 12:00:00 AM,"Hampton city, Virginia",49890,57694,42070,-666666666,49750,129375,39754,53281,57088,54818,51,650
01/01/2016 12:00:00 AM,"Harrisonburg city, Virginia",40494,40190,29982,-666666666,59659,-666666666,71042,52846,40296,41010,51,660
01/01/2016 12:00:00 AM,"Hopewell city, Virginia",40814,45658,33573,-666666666,61528,-666666666,43864,-666666666,45285,50260,51,670
01/01/2016 12:00:00 AM,"Lexington city, Virginia",34464,32346,50601,-666666666,45500,-666666666,-666666666,-666666666,31667,39922,51,678
01/01/2016 12:00:00 AM,"Lynchburg city, Virginia",40728,48654,26153,91806,63095,-666666666,-666666666,35455,48379,46406,51,680
01/01/2016 12:00:00 AM,"Manassas city, Virginia",74371,78509,73281,63646,52061,-666666666,68984,56111,86296,59256,51,683
01/01/2016 12:00:00 AM,"Manassas Park city, Virginia",75027,71728,93092,-666666666,112857,-666666666,89432,72440,75893,66774,51,685
01/01/2016 12:00:00 AM,"Martinsville city, Virginia",31719,39542,25234,-666666666,-666666666,-666666666,41250,28929,39401,40750,51,690
01/01/2016 12:00:00 AM,"Newport News city, Virginia",50089,60991,39444,45200,50694,41518,36290,42003,61684,42470,51,700
01/01/2016 12:00:00 AM,"Norfolk city, Virginia",45268,58653,31903,44232,53011,55476,36274,44177,60033,40763,51,710
01/01/2016 12:00:00 AM,"Norton city, Virginia",26000,25300,38546,-666666666,-666666666,-666666666,-666666666,-666666666,25117,-666666666,51,720
01/01/2016 12:00:00 AM,"Petersburg city, Virginia",32169,40511,30425,-666666666,-666666666,-666666666,67719,38689,41338,41500,51,730
01/01/2016 12:00:00 AM,"Poquoson city, Virginia",84643,84904,140125,-666666666,53295,-666666666,-666666666,132500,84712,93611,51,735
01/01/2016 12:00:00 AM,"Portsmouth city, Virginia",47050,57078,37656,38929,43464,-666666666,35575,40417,57325,37239,51,740
01/01/2016 12:00:00 AM,"Radford city, Virginia",31457,32672,27031,-666666666,-666666666,-666666666,-666666666,-666666666,32945,-666666666,51,750
01/01/2016 12:00:00 AM,"Richmond city, Virginia",41187,59204,28034,24844,44598,-666666666,30392,39392,60375,37143,51,760
